Kode Wilayah;Mitra;ID RT;ID ART;Jenis Validasi;Perlakuan
1206081005000300;;42;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000100;;2;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000200;;29;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000200;;30;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000200;;40;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000200;;47;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000200;;48;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081007000200;;48;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081008000200;;32;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081011000100;;11;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081013000200;;30;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081015000200;;2;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081016000200;;12;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081016000200;;16;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081018000200;;19;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081018000200;;27;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206081018000200;;55;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082002000200;;60;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082004000100;;24;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082004000100;;24;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082004000100;;25;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082006000100;;42;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082006000100;;69;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082006000100;;72;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082006000100;;73;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082009000200;;1;3;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082009000200;;40;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082009000200;;119;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082009000200;;128;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206082009000200;;128;4;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083001000100;;24;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083001000100;;24;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083001000100;;35;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083001000100;;35;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083001000100;;48;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083002000100;;4;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083002000100;;24;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083002000100;;45;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083002000100;;17;3;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083002000100;;28;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;1;3;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;11;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;14;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;47;3;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;49;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;50;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083004000200;;50;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083006000300;;4;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083006000300;;9;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083006000300;;12;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083006000300;;45;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083006000300;;46;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083012000200;;11;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083012000200;;13;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083015000100;;2;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083015000100;;5;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083015000100;;47;1;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083015000100;;47;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206083015000100;;51;2;PNS tapi Tidak Punya Pensiunan;HARUS DIBUAT PUNYA PENSIUNAN
1206050004000500;;12;;Cek Jenis Bahan Bakar Memasak;sudah diperbaiki
1206050004000500;;3;;Cek Jenis Bahan Bakar Memasak;sudah diperbaiki
1206050004000500;;4;;Cek Jenis Bahan Bakar Memasak;sudah diperbaiki
1206060030000300;;4;;Cek Jenis Bahan Bakar Memasak;sudah diperbaiki
1206030015000400;;14;2;Perbaikan Kode Usaha (kode 420);
1206030015000400;;16;2;Perbaikan Kode Usaha (kode 420);
1206030015000400;;47;1;Perbaikan Kode Usaha (kode 420);
1206030015000400;;57;3;Perbaikan Kode Usaha (kode 420);
1206040002000300;;10;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040002000300;;64;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040002000300;;70;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206040004000300;;10;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206040004000300;;10;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040009000200;;32;2;Perbaikan Kode Usaha (kode 420);
1206040009000200;;51;1;Perbaikan Kode Usaha (kode 420);
1206040009000200;;64;1;Perbaikan Kode Usaha (kode 420);
1206040009000200;;95;2;Perbaikan Kode Usaha (kode 420);
1206040009000200;;98;1;Perbaikan Kode Usaha (kode 420);
1206040009000200;;101;1;Perbaikan Kode Usaha (kode 420);
1206040009000200;;109;1;Perbaikan Kode Usaha (kode 420);
1206040010000500;;24;3;Perbaikan Kode Usaha (kode 420);SESUAI
1206040010000500;;35;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040013000400;;23;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040016000200;;30;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040016000200;;31;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206040018000400;;3;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206040018000400;;7;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206040018000400;;25;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206040018000400;;29;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206040018000400;;40;4;Perbaikan Kode Usaha (kode 420);SESUAI
1206040021000400;;5;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206040023000100;;17;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206050004000500;;31;2;Perbaikan Kode Usaha (kode 420);
1206050010000100;;5;1;Perbaikan Kode Usaha (kode 420);
1206050010000100;;7;3;Perbaikan Kode Usaha (kode 420);
1206050010000100;;9;2;Perbaikan Kode Usaha (kode 420);
1206050010000100;;10;1;Perbaikan Kode Usaha (kode 420);
1206050010000100;;11;1;Perbaikan Kode Usaha (kode 420);
1206050010000100;;11;4;Perbaikan Kode Usaha (kode 420);
1206050010000100;;26;1;Perbaikan Kode Usaha (kode 420);
1206050012000100;;1;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206050012000100;;5;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206050012000100;;6;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206050012000100;;14;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206050012000100;;21;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206050013000200;;7;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206050014000600;;63;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206050015000700;;11;2;Perbaikan Kode Usaha (kode 420);
1206050018000200;;1;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206051001000100;;11;3;Perbaikan Kode Usaha (kode 420);
1206051005000600;;35;2;Perbaikan Kode Usaha (kode 420);
1206051007000100;;3;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206051007000100;;26;3;Perbaikan Kode Usaha (kode 420);SESUAI
1206051008000100;;2;1;Perbaikan Kode Usaha (kode 420);
1206051008000100;;25;1;Perbaikan Kode Usaha (kode 420);
1206051010000300;;12;3;Perbaikan Kode Usaha (kode 420);SESUAI
1206051012000200;;4;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206051012000200;;18;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206051012000200;;21;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206052010000100;;22;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206060004000400;;21;4;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206060007000100;;1;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206060011000300;;17;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206060022000200;;21;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206060022000200;;61;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206060024000100;;39;1;Perbaikan Kode Usaha (kode 420);
1206060024000100;;39;2;Perbaikan Kode Usaha (kode 420);
1206060026000100;;7;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206060026000100;;18;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206060026000100;;24;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206060026000100;;32;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206060028000100;;18;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206060028000100;;44;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206060030000300;;2;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206061001000400;;14;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206061005000300;;18;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206061005000300;;28;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206061007000100;;1;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206061007000100;;66;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206061007000100;;95;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206061008000100;;90;3;Perbaikan Kode Usaha (kode 420);
1206070037000300;;3;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206070037000300;;3;3;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;1;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;2;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;3;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;4;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;5;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;6;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;6;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;7;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;9;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;9;3;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;11;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;12;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;13;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;14;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;15;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;16;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;17;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;17;3;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;17;4;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;18;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;19;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;20;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;21;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;23;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;24;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;24;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;25;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;26;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;27;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;28;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;31;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;32;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;33;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;34;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;35;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;36;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;37;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206072002000200;;37;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206072002000200;;38;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206073010000100;;103;2;Perbaikan Kode Usaha (kode 420);
1206081001000200;;5;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081001000200;;15;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081001000200;;15;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081001000200;;18;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081001000200;;30;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081001000200;;36;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081001000200;;46;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081003000300;;13;2;Perbaikan Kode Usaha (kode 420);
1206081003000300;;35;2;Perbaikan Kode Usaha (kode 420);
1206081016000200;;8;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206081016000200;;12;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081016000200;;17;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081018000200;;12;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206081018000200;;19;2;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206081018000200;;24;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206081018000200;;47;5;Perbaikan Kode Usaha (kode 420);SESUAI
1206082009000200;;151;1;Perbaikan Kode Usaha (kode 420);sesuaii
1206083001000100;;90;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206083001000100;;91;2;Perbaikan Kode Usaha (kode 420);SESUAI
1206083001000100;;92;1;Perbaikan Kode Usaha (kode 420);SUDAH DIPERBAIKI
1206083004000200;;48;1;Perbaikan Kode Usaha (kode 420);SESUAI
1206030011000400;;10;;Kriteria 301=5;Dokumen tidak di IPDS
1206030015000400;;94;;Kriteria 301=6;SESUAI KODE5
1206030021000100;;227;;Kriteria 301=7;SESUAI KODE 1
1206030028000200;;5;;Kriteria 301=8;sesuai berkode 5
1206050012000100;;32;;Kriteria 301=9;SUDAH DIPERBAIKI KODE 3
1206052006000200;;5;;Kriteria 301=10;SESUAI BERKODE 1
1206052007000600;;1;;Kriteria 301=11;TIDAK ADA ENTRIAN
1206060003000100;;6;;Kriteria 301=12;
1206060012000500;;76;;Kriteria 301=13;SESUAI KODE 3
1206060012000500;;77;;Kriteria 301=14;SESUAI KODE 1
1206060024000100;;3;;Kriteria 301=15;SESUAI KODE 5
1206060024000100;;6;;Kriteria 301=16;SESUAI KODE 1
1206060024000100;;16;;Kriteria 301=17;SESUAI KODE 1
1206060024000100;;23;;Kriteria 301=18;SESUAI KODE 1
1206061008000100;;55;;Kriteria 301=19;
1206071003000100;;4;;Kriteria 301=20;SESUAI
1206072002000200;;23;;Kriteria 301=21;SESUAI
1206072002000200;;24;;Kriteria 301=22;SESUAI
1206072002000200;;26;;Kriteria 301=23;SESUAI
1206072002000200;;30;;Kriteria 301=24;SESUAI
1206072002000200;;34;;Kriteria 301=25;SESUAI
1206072002000200;;41;;Kriteria 301=26;SESUAI ENTRY YG ADA DI DOKUMEN
1206072002000200;;46;;Kriteria 301=27;SESUAI
1206072002000200;;48;;Kriteria 301=28;SESUAI
1206072002000200;;49;;Kriteria 301=29;SESUAI
1206072002000200;;52;;Kriteria 301=30;SESUAI
1206072009000200;;18;;Kriteria 301=31;SESUAI
1206073005000200;;2;;Kriteria 301=32;
1206073005000200;;4;;Kriteria 301=33;
1206073005000200;;27;;Kriteria 301=34;
1206073005000200;;354;;Kriteria 301=35;
1206073010000100;;28;;Kriteria 301=36;
1206073010000100;;5;;Kriteria 301=37;
1206080018000100;;14;;Kriteria 301=38;SESUAI KODE 1
1206080026000200;;13;;Kriteria 301=39;SUDAH DIPERBAIKI
1206080031000100;;21;;Kriteria 301=40;SESUAI
1206080034000100;;17;;Kriteria 301=41;SESUAI BERKODE 5
1206082002000100;;50;;Kriteria 301=42;
1206082002000200;;8;;Kriteria 301=43;SESUAI KODE 1
1206082006000100;;10;;Kriteria 301=44;seSUAI kode 5
1206083004000200;;12;;Kriteria 301=45;SESUAI
1206030004000400;;8;;Rincian 305;SUDAH DIPERBAIKI
1206030007000200;;1;;Rincian 305;SUDAH DIPERBAIKI
1206030009000200;;1;;Rincian 305;SESUAI KODE 6
1206030017000300;;104;;Rincian 305;SESUAI KODE 6
1206030017000300;;163;;Rincian 305;SESUAI KODE 6
1206030017000300;;168;;Rincian 305;SESUAI KODE 6
1206030017000300;;185;;Rincian 305;SUDAH DIPERBAIKI
1206030021000100;;88;;Rincian 305;SUDAH DIPERBAIKI
1206030021000100;;130;;Rincian 305;SUDAH DIPERBAIKI
1206030025000300;;27;;Rincian 305;SESUAI KODE 6
1206030025000300;;82;;Rincian 305;SESUAI KODE 6
1206031002000400;;8;;Rincian 305;SUDAH DIPERBAIKI
1206031002000400;;9;;Rincian 305;SUDAH DIPERBAIKI
1206040009000200;;5;;Rincian 305;SESUAI KODE 6
1206040009000200;;6;;Rincian 305;SESUAI KODE 6
1206040009000200;;9;;Rincian 305;SESUAI KODE 6
1206040009000200;;65;;Rincian 305;SESUAI KODE 6
1206040009000200;;90;;Rincian 305;SESUAI KODE 6
1206050014000600;;10;;Rincian 305;sudah diperbaiki jaadi kode 3
1206050014000600;;109;;Rincian 305;sesuai kode 3
1206050027000300;;20;;Rincian 305;SESUAI KODE 6
1206050027000300;;21;;Rincian 305;SESUAI KODE 6
1206050027000300;;22;;Rincian 305;SESUAI KODE 6
1206050027000300;;25;;Rincian 305;SESUAI KODE 6
1206051014000300;;43;;Rincian 305;SESUAI KODE 3
1206052007000500;;2;;Rincian 305;SESUAI KODE 3
1206060003000100;;13;;Rincian 305;SESUAI KODE 3
1206060003000100;;43;;Rincian 305;SESUAI KODE 3
1206060003000100;;51;;Rincian 305;SESUAI KODE 3
1206060003000100;;62;;Rincian 305;SESUAI KODE 3
1206060009000100;;61;;Rincian 305;SESUAI KODE 3
1206080031000100;;20;;Rincian 305;
1206080031000100;;61;;Rincian 305;
1206081002000300;;29;;Rincian 305;SESUAI KODE 6
1206081004000200;;27;;Rincian 305;SESUAI KODE 3
1206081007000200;;10;;Rincian 305;SESUAI KODE 1
1206081008000100;;1;;Rincian 305;SESUAI ENTRY KODE 3
1206081008000100;;13;;Rincian 305;SESUAI ENRTY KODE 6
1206081015000200;;9;;Rincian 305;SUDAH DIPERBAIKI
1206082002000100;;40;;Rincian 305;
1206082002000200;;4;;Rincian 305;DOKUMEN TIDAK DI IPDS
1206082006000100;;10;;Rincian 305;SESUAI KODE 3
1206083004000200;;43;;Rincian 305;SESUAI KODE 3
1206030006000100;;35;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI
1206030013000400;;3;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI MENJADI KODE 3
1206030015000400;;16;;RICIAN 304, BERKODE 4,5,6,7;SESUAI
1206030021000100;;220;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI
1206030031000300;;44;;RICIAN 304, BERKODE 4,5,6,7;SESUAI
1206030031000300;;99;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI
1206030031000300;;100;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI
1206030034000400;;21;;RICIAN 304, BERKODE 4,5,6,7;sesuai berkode 1
1206031002000400;;8;;RICIAN 304, BERKODE 4,5,6,7;
1206031002000400;;9;;RICIAN 304, BERKODE 4,5,6,7;
1206040011000400;;15;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 6
1206040013000400;;54;;RICIAN 304, BERKODE 4,5,6,7;SESUAI
1206040023000100;;11;;RICIAN 304, BERKODE 4,5,6,7; SESUAI BERKODE 4
1206040023000100;;17;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 3
1206040023000100;;35;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 4
1206040023000100;;46;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 4
1206040023000100;;47;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 1
1206050012000100;;32;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 5
1206050014000600;;10;;RICIAN 304, BERKODE 4,5,6,7;sudah diperbaiki jadi kode 3
1206050018000200;;2;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI MENJADI KODE 2
1206050019000400;;17;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 5
1206050027000300;;1;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206051001000100;;6;;RICIAN 304, BERKODE 4,5,6,7;
1206060001000400;;19;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI MENJADI KODE 3
1206060024000100;;17;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 1
1206060024000100;;29;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 1
1206061003000400;;36;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 6
1206061008000100;;14;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI
1206061008000100;;28;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206061008000100;;31;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 6
1206061008000100;;69;;RICIAN 304, BERKODE 4,5,6,7;SESUAI
1206061008000100;;106;;RICIAN 304, BERKODE 4,5,6,7;SESUAI
1206061010000200;;27;;RICIAN 304, BERKODE 4,5,6,7;
1206070012000100;;66;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206070012000100;;67;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206070012000100;;108;;RICIAN 304, BERKODE 4,5,6,7;SESUAI 
1206070014000200;;22;;RICIAN 304, BERKODE 4,5,6,7;
1206070033000300;;28;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 5
1206070033000300;;48;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 5
1206070037000300;;4;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206070037000300;;12;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206070037000300;;36;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206070040000200;;45;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 6
1206072002000200;;10;;RICIAN 304, BERKODE 4,5,6,7;SUDAH DIPERBAIKI
1206072007000100;;6;;RICIAN 304, BERKODE 4,5,6,7;SESUAI BERKODE 1
1206072009000200;;50;;RICIAN 304, BERKODE 4,5,6,7;SESUAI KODE 4
1206073005000200;;261;;RICIAN 304, BERKODE 4,5,6,7;
1206073008000100;;54;;RICIAN 304, BERKODE 4,5,6,7;DOKUMEN TIDAK DI IPDS
1206073008000100;;77;;RICIAN 304, BERKODE 4,5,6,7;DOKUMEN TIDAK DI IPDS
1206073008000100;;84;;RICIAN 304, BERKODE 4,5,6,7;DOKUMEN TIDAK DI IPDS
1206073008000100;;86;;RICIAN 304, BERKODE 4,5,6,7;DOKUMEN TIDAK DI IPDS
1206073008000100;;91;;RICIAN 304, BERKODE 4,5,6,7;DOKUMEN TIDAK DI IPDS
1206073008000100;;99;;RICIAN 304, BERKODE 4,5,6,7;DOKUMEN TIDAK DI IPDS
1206073010000100;;17;;RICIAN 304, BERKODE 4,5,6,7;
1206073010000100;;18;;RICIAN 304, BERKODE 4,5,6,7;
