"id";"k_wil";"nama_sls";"rt";"art";"validasi";"perlakuan";"cek";"catatan"
"28823";"1206072002000200";"DUSUN 2";"53";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28824";"1206072002000300";"DUSUN 3";"13";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28825";"1206072002000300";"DUSUN 3";"2";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28826";"1206072002000300";"DUSUN 3";"6";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28827";"1206072005000200";"DUSUN 2";"20";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28828";"1206072006000300";"DUSUN 3";"7";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28829";"1206073003000100";"DUSUN 1";"31";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28830";"1206073003000100";"DUSUN 1";"50";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28831";"1206073003000100";"DUSUN 1";"55";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28832";"1206073005000100";"DUSUN 1";"63";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28833";"1206073005000200";"DUSUN 2";"22";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28834";"1206073005000200";"DUSUN 2";"328";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28835";"1206073005000200";"DUSUN 2";"377";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28836";"1206073005000200";"DUSUN 2";"54";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28837";"1206073006000200";"DUSUN 2";"53";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28838";"1206073006000200";"DUSUN 2";"56";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28839";"1206073008000100";"DUSUN 1";"84";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"belum";NULL
"28840";"1206073008000100";"DUSUN 1";"85";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"belum";NULL
"28841";"1206073009000200";"DUSUN 2";"103";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28842";"1206073009000200";"DUSUN 2";"3";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28843";"1206073010000100";"DUSUN 1";"106";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"belum";NULL
"28844";"1206073010000100";"DUSUN 1";"62";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"belum";NULL
"28845";"1206080028000200";"DUSUN 2";"28";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28846";"1206080028000300";"DUSUN 3";"57";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28847";"1206080030000300";"DUSUN 3";"2";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28848";"1206080031000100";"DUSUN 1";"23";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28849";"1206080031000100";"DUSUN 1";"33";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28850";"1206080031000100";"DUSUN 1";"36";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28851";"1206080031000300";"DUSUN 3";"113";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28852";"1206080031000300";"DUSUN 3";"50";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28853";"1206080034000100";"DUSUN 1";"19";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28854";"1206081001000200";"DUSUN 2 TINGGIRAN";"13";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28855";"1206081002000300";"DUSUN 3";"33";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28856";"1206081004000200";"DUSUN 2 TONGA";"6";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28857";"1206081005000100";"DUSUN 1";"48";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28858";"1206081005000300";"DUSUN 3";"42";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28859";"1206081010000200";"DUSUN 2 SILANGIT";"13";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28860";"1206081011000200";"DUSUN 2";"41";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28861";"1206082002000200";"DUSUN 2";"8";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28862";"1206082002000300";"DUSUN 3";"71";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28863";"1206082003000100";"DUSUN 1";"28";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28864";"1206082003000100";"DUSUN 1";"45";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28865";"1206082003000100";"DUSUN 1";"53";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28866";"1206082003000100";"DUSUN 1";"63";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28867";"1206082003000100";"DUSUN 1";"90";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28868";"1206082003000200";"DUSUN 2";"77";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28869";"1206082003000200";"DUSUN 2";"83";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28870";"1206082003000300";"DUSUN 3";"83";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28871";"1206082006000100";"DUSUN 1";"105";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28872";"1206082006000100";"DUSUN 1";"113";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28873";"1206082006000100";"DUSUN 1";"118";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28874";"1206082006000100";"DUSUN 1";"123";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28875";"1206082006000100";"DUSUN 1";"126";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28876";"1206082006000100";"DUSUN 1";"128";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28877";"1206082006000100";"DUSUN 1";"137";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28878";"1206082006000100";"DUSUN 1";"140";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28879";"1206082006000100";"DUSUN 1";"35";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28880";"1206082006000100";"DUSUN 1";"42";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28881";"1206082006000100";"DUSUN 1";"45";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28882";"1206082006000100";"DUSUN 1";"52";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28883";"1206082006000100";"DUSUN 1";"55";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28884";"1206082006000100";"DUSUN 1";"60";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28885";"1206082006000100";"DUSUN 1";"63";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28886";"1206082006000100";"DUSUN 1";"83";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28887";"1206082006000100";"DUSUN 1";"84";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28888";"1206082006000100";"DUSUN 1";"91";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28889";"1206082006000100";"DUSUN 1";"95";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28890";"1206082006000100";"DUSUN 1";"97";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28891";"1206082007000400";"RW 1 RT 2";"118";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28892";"1206082007000400";"RW 1 RT 2";"35";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28893";"1206082007000400";"RW 1 RT 2";"93";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28894";"1206082007000500";"RW 1 RT 3";"59";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28895";"1206082008000100";"DUSUN 1";"33";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28896";"1206082009000500";"DUSUN 5";"104";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28897";"1206082009000500";"DUSUN 5";"27";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28898";"1206082009000500";"DUSUN 5";"48";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28899";"1206082009000500";"DUSUN 5";"79";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28900";"1206082010000300";"DUSUN 3";"11";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"belum";NULL
"28901";"1206082010000300";"DUSUN 3";"26";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"belum";NULL
"28902";"1206083015000100";"DUSUN 1";"23";NULL;"Lapangan Usaha dan Status Pekerjaan Pekerja Bebas Tidak Konsisten";"cek lagi kode lapangan usaha, apa memang sesuai dokumen dan cocok? Jika ada perbaikan, jangan lupa di dokumen juga diperbaiki";"sudah";NULL
"28903";"1206030006000100";"DUSUN 1";"28";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28904";"1206030007000300";"DUSUN 3 SIMARMAR";"81";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28905";"1206030007000300";"DUSUN 3 SIMARMAR";"93";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28906";"1206030007000300";"DUSUN 3 SIMARMAR";"108";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28907";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"52";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28908";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"42";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28909";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"82";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28910";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"95";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28911";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"95";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28912";"1206030007000400";"DUSUN 4 SOSOR DOLOK";"106";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28913";"1206030015000400";"DUSUN 4 SIANIPAR BALIGE";"26";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28914";"1206030015000400";"DUSUN 4 SIANIPAR BALIGE";"118";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28915";"1206030015000400";"DUSUN 4 SIANIPAR BALIGE";"118";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28916";"1206030016000200";"DUSUN 2";"1";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28917";"1206030016000200";"DUSUN 2";"1";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28918";"1206030016000200";"DUSUN 2";"6";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28919";"1206030016000200";"DUSUN 2";"10";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28920";"1206030016000200";"DUSUN 2";"10";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28921";"1206030016000200";"DUSUN 2";"52";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28922";"1206030016000200";"DUSUN 2";"53";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28923";"1206030016000200";"DUSUN 2";"73";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28924";"1206030016000200";"DUSUN 2";"84";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28925";"1206030016000200";"DUSUN 2";"96";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28926";"1206030016000200";"DUSUN 2";"98";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28927";"1206030016000200";"DUSUN 2";"102";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28928";"1206030017000300";"DUSUN 3";"10";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28929";"1206030018000100";"LINGKUNGAN 1";"32";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
