"id";"k_wil";"nama_sls";"rt";"art";"validasi";"perlakuan";"cek";"catatan"
"40053";"1206082004000300";"DUSUN 3";"47";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40054";"1206082004000300";"DUSUN 3";"49";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40055";"1206082004000300";"DUSUN 3";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40056";"1206082004000300";"DUSUN 3";"51";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40057";"1206082004000300";"DUSUN 3";"52";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40058";"1206082004000300";"DUSUN 3";"58";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40059";"1206082004000300";"DUSUN 3";"6";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40060";"1206082004000300";"DUSUN 3";"7";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40061";"1206082004000300";"DUSUN 3";"8";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40062";"1206082004000300";"DUSUN 3";"9";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40063";"1206082006000100";"DUSUN 1";"102";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40064";"1206082006000100";"DUSUN 1";"105";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40065";"1206082006000100";"DUSUN 1";"106";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40066";"1206082006000100";"DUSUN 1";"11";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40067";"1206082006000100";"DUSUN 1";"116";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40068";"1206082006000100";"DUSUN 1";"127";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40069";"1206082006000100";"DUSUN 1";"131";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40070";"1206082006000100";"DUSUN 1";"133";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40071";"1206082006000100";"DUSUN 1";"134";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40072";"1206082006000100";"DUSUN 1";"135";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40073";"1206082006000100";"DUSUN 1";"136";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40074";"1206082006000100";"DUSUN 1";"139";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40075";"1206082006000100";"DUSUN 1";"140";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40076";"1206082006000100";"DUSUN 1";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40077";"1206082006000100";"DUSUN 1";"28";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40078";"1206082006000100";"DUSUN 1";"30";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40079";"1206082006000100";"DUSUN 1";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40080";"1206082006000100";"DUSUN 1";"35";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40081";"1206082006000100";"DUSUN 1";"36";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40082";"1206082006000100";"DUSUN 1";"37";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40083";"1206082006000100";"DUSUN 1";"4";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40084";"1206082006000100";"DUSUN 1";"40";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40085";"1206082006000100";"DUSUN 1";"41";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40086";"1206082006000100";"DUSUN 1";"44";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40087";"1206082006000100";"DUSUN 1";"46";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40088";"1206082006000100";"DUSUN 1";"47";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40089";"1206082006000100";"DUSUN 1";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40090";"1206082006000100";"DUSUN 1";"57";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40091";"1206082006000100";"DUSUN 1";"65";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40092";"1206082006000100";"DUSUN 1";"7";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40093";"1206082006000100";"DUSUN 1";"70";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40094";"1206082006000100";"DUSUN 1";"74";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40095";"1206082006000100";"DUSUN 1";"76";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40096";"1206082006000100";"DUSUN 1";"79";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40097";"1206082006000100";"DUSUN 1";"80";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40098";"1206082006000100";"DUSUN 1";"81";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40099";"1206082006000100";"DUSUN 1";"85";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40100";"1206082006000100";"DUSUN 1";"86";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40101";"1206082006000100";"DUSUN 1";"87";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40102";"1206082006000100";"DUSUN 1";"93";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40103";"1206082006000100";"DUSUN 1";"98";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40104";"1206082007000300";"RW 1 RT 1";"1";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40105";"1206082007000300";"RW 1 RT 1";"14";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40106";"1206082007000300";"RW 1 RT 1";"2";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40107";"1206082007000300";"RW 1 RT 1";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40108";"1206082007000300";"RW 1 RT 1";"25";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40109";"1206082007000300";"RW 1 RT 1";"26";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40110";"1206082007000300";"RW 1 RT 1";"29";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40111";"1206082007000300";"RW 1 RT 1";"30";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40112";"1206082007000300";"RW 1 RT 1";"31";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40113";"1206082007000300";"RW 1 RT 1";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40114";"1206082007000300";"RW 1 RT 1";"35";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40115";"1206082007000300";"RW 1 RT 1";"36";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40116";"1206082007000300";"RW 1 RT 1";"41";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40117";"1206082007000300";"RW 1 RT 1";"42";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40118";"1206082007000300";"RW 1 RT 1";"43";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40119";"1206082007000300";"RW 1 RT 1";"44";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40120";"1206082007000300";"RW 1 RT 1";"48";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40121";"1206082007000300";"RW 1 RT 1";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40122";"1206082007000300";"RW 1 RT 1";"51";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40123";"1206082007000300";"RW 1 RT 1";"52";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40124";"1206082007000300";"RW 1 RT 1";"57";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40125";"1206082007000300";"RW 1 RT 1";"65";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40126";"1206082007000300";"RW 1 RT 1";"66";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40127";"1206082007000300";"RW 1 RT 1";"8";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40128";"1206082007000400";"RW 1 RT 2";"15";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40129";"1206082007000400";"RW 1 RT 2";"47";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40130";"1206082007000400";"RW 1 RT 2";"61";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40131";"1206082007000400";"RW 1 RT 2";"83";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40132";"1206082007000400";"RW 1 RT 2";"85";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40133";"1206082007000400";"RW 1 RT 2";"9";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40134";"1206082007000400";"RW 1 RT 2";"99";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40135";"1206082007000500";"RW 1 RT 3";"102";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40136";"1206082007000500";"RW 1 RT 3";"107";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40137";"1206082007000500";"RW 1 RT 3";"108";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40138";"1206082007000500";"RW 1 RT 3";"11";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40139";"1206082007000500";"RW 1 RT 3";"111";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40140";"1206082007000500";"RW 1 RT 3";"113";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40141";"1206082007000500";"RW 1 RT 3";"114";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40142";"1206082007000500";"RW 1 RT 3";"117";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40143";"1206082007000500";"RW 1 RT 3";"119";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40144";"1206082007000500";"RW 1 RT 3";"12";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40145";"1206082007000500";"RW 1 RT 3";"129";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40146";"1206082007000500";"RW 1 RT 3";"13";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40147";"1206082007000500";"RW 1 RT 3";"134";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40148";"1206082007000500";"RW 1 RT 3";"135";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40149";"1206082007000500";"RW 1 RT 3";"138";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40150";"1206082007000500";"RW 1 RT 3";"139";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40151";"1206082007000500";"RW 1 RT 3";"14";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40152";"1206082007000500";"RW 1 RT 3";"140";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40153";"1206082007000500";"RW 1 RT 3";"143";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40154";"1206082007000500";"RW 1 RT 3";"23";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40155";"1206082007000500";"RW 1 RT 3";"29";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40156";"1206082007000500";"RW 1 RT 3";"31";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40157";"1206082007000500";"RW 1 RT 3";"33";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40158";"1206082007000500";"RW 1 RT 3";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40159";"1206082007000500";"RW 1 RT 3";"38";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40160";"1206082007000500";"RW 1 RT 3";"39";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40161";"1206082007000500";"RW 1 RT 3";"47";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40162";"1206082007000500";"RW 1 RT 3";"49";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40163";"1206082007000500";"RW 1 RT 3";"50";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40164";"1206082007000500";"RW 1 RT 3";"55";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40165";"1206082007000500";"RW 1 RT 3";"58";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40166";"1206082007000500";"RW 1 RT 3";"6";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40167";"1206082007000500";"RW 1 RT 3";"61";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40168";"1206082007000500";"RW 1 RT 3";"62";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40169";"1206082007000500";"RW 1 RT 3";"66";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40170";"1206082007000500";"RW 1 RT 3";"68";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40171";"1206082007000500";"RW 1 RT 3";"77";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40172";"1206082007000500";"RW 1 RT 3";"78";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40173";"1206082007000500";"RW 1 RT 3";"86";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40174";"1206082007000500";"RW 1 RT 3";"89";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40175";"1206082007000600";"RW 2 RT 1";"18";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40176";"1206082007000600";"RW 2 RT 1";"2";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40177";"1206082007000600";"RW 2 RT 1";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40178";"1206082007000600";"RW 2 RT 1";"7";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40179";"1206082008000100";"DUSUN 1";"102";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40180";"1206082008000100";"DUSUN 1";"112";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40181";"1206082008000100";"DUSUN 1";"120";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40182";"1206082008000100";"DUSUN 1";"121";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40183";"1206082008000100";"DUSUN 1";"15";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40184";"1206082008000100";"DUSUN 1";"3";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40185";"1206082008000100";"DUSUN 1";"32";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40186";"1206082008000100";"DUSUN 1";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40187";"1206082008000100";"DUSUN 1";"4";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40188";"1206082008000100";"DUSUN 1";"43";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40189";"1206082008000100";"DUSUN 1";"57";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40190";"1206082008000100";"DUSUN 1";"60";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40191";"1206082008000100";"DUSUN 1";"61";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40192";"1206082008000100";"DUSUN 1";"62";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40193";"1206082008000100";"DUSUN 1";"66";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40194";"1206082008000100";"DUSUN 1";"80";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40195";"1206082008000100";"DUSUN 1";"9";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40196";"1206082008000100";"DUSUN 1";"95";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40197";"1206082009000200";"DUSUN 2";"10";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"40198";"1206082009000200";"DUSUN 2";"100";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
