k_wil;k_kec;n_kec;k_desa;n_desa;k_sls;k_subsls;n_sls
1,21E+15;50;HABINSARAN;12;LUMBAN PINASA;4;0;DUSUN IV HUTA TINGGI
1,21E+15;50;HABINSARAN;12;LUMBAN PINASA;5;0;DUSUN V BANJAR JULU
1,21E+15;50;HABINSARAN;12;LUMBAN PINASA;6;0;DUSUN VI BANJAR DAME
1,21E+15;50;HABINSARAN;13;PANAMPARAN;1;0;DUSUN SILIAT-LIATAN
1,21E+15;50;HABINSARAN;13;PANAMPARAN;2;0;DUSUN PANAMPARAN
1,21E+15;50;HABINSARAN;13;PANAMPARAN;3;0;DUSUN PANGASEAN
1,21E+15;50;HABINSARAN;14;LUMBAN RUHAP;1;0;DUSUN LUMBAN RUHAP
1,21E+15;50;HABINSARAN;14;LUMBAN RUHAP;2;0;DUSUN LOBU TOLONG
1,21E+15;50;HABINSARAN;14;LUMBAN RUHAP;3;0;DUSUN PAGARAN
1,21E+15;50;HABINSARAN;14;LUMBAN RUHAP;4;0;DUSUN BANGE
1,21E+15;50;HABINSARAN;14;LUMBAN RUHAP;5;0;DUSUN GALUNG
1,21E+15;50;HABINSARAN;14;LUMBAN RUHAP;6;0;DUSUN BULU DURI
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;1;0;DUSUN TALUN
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;2;0;DUSUN HUTA SINUSUK
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;3;0;DUSUN PANGASEAN
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;4;0;DUSUN RAMBA TORAS
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;5;0;DUSUN PARGODUNGAN
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;6;0;DUSUN BATU RARA
1,21E+15;50;HABINSARAN;15;LUMBAN PEA;7;0;DUSUN NAGURGURAN
1,21E+15;50;HABINSARAN;16;HITETANO;1;0;DUSUN HITETANO
1,21E+15;50;HABINSARAN;16;HITETANO;2;0;DUSUN LUMBAN RAMBA
1,21E+15;50;HABINSARAN;16;HITETANO;3;0;DUSUN DOLOK NAULI
1,21E+15;50;HABINSARAN;16;HITETANO;4;0;DUSUN PINASA
1,21E+15;50;HABINSARAN;16;HITETANO;5;0;DUSUN LOMBU
1,21E+15;50;HABINSARAN;18;LOBU HOLE;1;0;DUSUN 1 BANJAR DOLOK
1,21E+15;50;HABINSARAN;18;LOBU HOLE;2;0;DUSUN 2 PARBALAN
1,21E+15;50;HABINSARAN;18;LOBU HOLE;3;0;DUSUN 3 BANJAR JAE
1,21E+15;50;HABINSARAN;18;LOBU HOLE;4;0;DUSUN 4 DALAN KULI
1,21E+15;50;HABINSARAN;19;BATU NABOLON;1;0;DUSUN BATU NABOLON 1
1,21E+15;50;HABINSARAN;19;BATU NABOLON;2;0;DUSUN BATU NABOLON II
1,21E+15;50;HABINSARAN;19;BATU NABOLON;3;0;DUSUN PARLUASAN
1,21E+15;50;HABINSARAN;19;BATU NABOLON;4;0;DUSUN LUMBAN JULU
1,21E+15;50;HABINSARAN;19;BATU NABOLON;5;0;DUSUN TAPIAN NAULI
1,21E+15;50;HABINSARAN;19;BATU NABOLON;6;0;DUSUN BANJAR PANE
1,21E+15;50;HABINSARAN;19;BATU NABOLON;7;0;DUSUN HUTA BARU
1,21E+15;50;HABINSARAN;20;LUMBAN GAOL;1;0;DUSUN HUTA NADEAK
1,21E+15;50;HABINSARAN;20;LUMBAN GAOL;2;0;DUSUN HUTA BARU
1,21E+15;50;HABINSARAN;20;LUMBAN GAOL;3;0;DUSUN HUTA KODE
1,21E+15;50;HABINSARAN;20;LUMBAN GAOL;4;0;DUSUN TOR NAGANJANG
1,21E+15;50;HABINSARAN;20;LUMBAN GAOL;5;0;DUSUN HUTA SITORUS
1,21E+15;50;HABINSARAN;20;LUMBAN GAOL;6;0;DUSUN SIJOMBA
1,21E+15;50;HABINSARAN;21;TORNAGODANG;1;0;DUSUN SIBOSUR
1,21E+15;50;HABINSARAN;21;TORNAGODANG;2;0;DUSUN JALAN TOBA
1,21E+15;50;HABINSARAN;21;TORNAGODANG;3;0;DUSUN TORNAGODANG
1,21E+15;50;HABINSARAN;21;TORNAGODANG;4;0;DUSUN TORNAGODANG 1
1,21E+15;50;HABINSARAN;21;TORNAGODANG;5;0;DUSUN SOSOR
1,21E+15;50;HABINSARAN;21;TORNAGODANG;6;0;DUSUN BANJAR SILAEN
1,21E+15;50;HABINSARAN;21;TORNAGODANG;7;0;DUSUN BANJAR TONGA
1,21E+15;50;HABINSARAN;21;TORNAGODANG;8;0;DUSUN HUTA GINJANG
1,21E+15;50;HABINSARAN;21;TORNAGODANG;9;0;DUSUN SOMBA HUTA
1,21E+15;50;HABINSARAN;22;TAONMARISI;1;0;DUSUN 1
1,21E+15;50;HABINSARAN;22;TAONMARISI;2;0;DUSUN 2
1,21E+15;50;HABINSARAN;22;TAONMARISI;3;0;DUSUN 3
1,21E+15;50;HABINSARAN;23;PAGAR BATU;1;0;DUSUN PAGAR BATU 1
1,21E+15;50;HABINSARAN;23;PAGAR BATU;2;0;DUSUN PAGAR BATU II
1,21E+15;50;HABINSARAN;23;PAGAR BATU;3;0;DUSUN HUTA DAKKA
1,21E+15;50;HABINSARAN;23;PAGAR BATU;4;0;DUSUN BANJAR JULU
1,21E+15;50;HABINSARAN;23;PAGAR BATU;5;0;DUSUN LUMBAN JULU
1,21E+15;50;HABINSARAN;23;PAGAR BATU;6;0;DUSUN LBN DOLOK BARINGIN
1,21E+15;50;HABINSARAN;24;SIBUNTUON;1;0;DUSUN HUTA GODANG
1,21E+15;50;HABINSARAN;24;SIBUNTUON;2;0;DUSUN HUTA HARIARA
1,21E+15;50;HABINSARAN;24;SIBUNTUON;3;0;DUSUN HUTA IMBARU
1,21E+15;50;HABINSARAN;24;SIBUNTUON;4;0;DUSUN BANJAR BAGOT
1,21E+15;50;HABINSARAN;25;AEK ULOK;1;0;DUSUN DOLOK NAULI
1,21E+15;50;HABINSARAN;25;AEK ULOK;2;0;DUSUN BANJAR MASIN
1,21E+15;50;HABINSARAN;26;PANGUJUNGAN;1;0;DUSUN 1 BANJAR DOLOK
1,21E+15;50;HABINSARAN;26;PANGUJUNGAN;2;0;DUSUN 2 BANJAR TANJUNG
1,21E+15;50;HABINSARAN;26;PANGUJUNGAN;3;0;DUSUN 3 BANJAR HASIBUAN
1,21E+15;50;HABINSARAN;26;PANGUJUNGAN;4;0;DUSUN 4 JANJI MARIA
1,21E+15;50;HABINSARAN;26;PANGUJUNGAN;5;0;DUSUN 5 BANJAR TONGA
1,21E+15;50;HABINSARAN;26;PANGUJUNGAN;6;0;DUSUN 6 PARDOSI
1,21E+15;50;HABINSARAN;27;LUMBAN PINASA SAROHA;1;0;DUSUN BANJAR BAGOT
1,21E+15;50;HABINSARAN;27;LUMBAN PINASA SAROHA;2;0;DUSUN HUTA GODANG
1,21E+15;50;HABINSARAN;27;LUMBAN PINASA SAROHA;3;0;DUSUN SIMPANG RIBIDANG
1,21E+15;50;HABINSARAN;27;LUMBAN PINASA SAROHA;4;0;DUSUN RIBIDANG
1,21E+15;50;HABINSARAN;27;LUMBAN PINASA SAROHA;5;0;DUSUN LUMBAN DOLOK
1,21E+15;50;HABINSARAN;27;LUMBAN PINASA SAROHA;6;0;DUSUN PARIDIAN
1,21E+15;50;HABINSARAN;28;LUMBAN LINTONG;1;0;DUSUN TINGGI RAJA
1,21E+15;50;HABINSARAN;28;LUMBAN LINTONG;2;0;DUSUN LUMBAN LINTONG
1,21E+15;50;HABINSARAN;28;LUMBAN LINTONG;3;0;DUSUN HUTA TIO
1,21E+15;50;HABINSARAN;28;LUMBAN LINTONG;4;0;DUSUN AEK MARGALLO
1,21E+15;50;HABINSARAN;28;LUMBAN LINTONG;6;0;DUSUN SIDEMPUAN
1,21E+15;50;HABINSARAN;28;LUMBAN LINTONG;7;0;DUSUN PAINDOAN
1,21E+15;50;HABINSARAN;29;PARARUNGAN;1;0;DUSUN GONTING
1,21E+15;50;HABINSARAN;29;PARARUNGAN;2;0;DUSUN PARARUNGAN
1,21E+15;50;HABINSARAN;29;PARARUNGAN;3;0;DUSUN LUMBAN TALA
1,21E+15;51;BORBOR;1;PANGURURAN;1;0;DUSUN 1
1,21E+15;51;BORBOR;1;PANGURURAN;2;0;DUSUN 2
1,21E+15;51;BORBOR;1;PANGURURAN;3;0;DUSUN 3
1,21E+15;51;BORBOR;1;PANGURURAN;4;0;DUSUN 4
1,21E+15;51;BORBOR;1;PANGURURAN;5;0;DUSUN 5
1,21E+15;51;BORBOR;2;PARDOMUAN NAULI;1;0;DUSUN 1
1,21E+15;51;BORBOR;2;PARDOMUAN NAULI;2;0;DUSUN 2
1,21E+15;51;BORBOR;2;PARDOMUAN NAULI;3;0;DUSUN 3
1,21E+15;51;BORBOR;2;PARDOMUAN NAULI;4;0;DUSUN 4
1,21E+15;51;BORBOR;3;LINTONG;1;0;DUSUN 1
1,21E+15;51;BORBOR;3;LINTONG;2;0;DUSUN 2
1,21E+15;51;BORBOR;3;LINTONG;3;0;DUSUN 3
1,21E+15;51;BORBOR;4;NATUMINGKA;1;0;DUSUN 1
1,21E+15;51;BORBOR;4;NATUMINGKA;2;0;DUSUN 2
1,21E+15;51;BORBOR;4;NATUMINGKA;3;0;DUSUN 3
1,21E+15;51;BORBOR;4;NATUMINGKA;4;0;DUSUN 4
1,21E+15;51;BORBOR;5;RIANIATE;1;0;DUSUN 1
1,21E+15;51;BORBOR;5;RIANIATE;2;0;DUSUN 2
1,21E+15;51;BORBOR;5;RIANIATE;3;0;DUSUN 3
1,21E+15;51;BORBOR;5;RIANIATE;4;0;DUSUN 4
1,21E+15;51;BORBOR;5;RIANIATE;5;0;DUSUN 5
1,21E+15;51;BORBOR;5;RIANIATE;6;0;DUSUN 6
1,21E+15;51;BORBOR;5;RIANIATE;7;0;DUSUN 7
1,21E+15;51;BORBOR;6;AEK UNSIN;1;0;DUSUN BANJAR TONGA
1,21E+15;51;BORBOR;6;AEK UNSIN;2;0;DUSUN BANJAR DOLOK TUA
1,21E+15;51;BORBOR;6;AEK UNSIN;3;0;DUSUN BANJAR PARDEDE
1,21E+15;51;BORBOR;6;AEK UNSIN;4;0;DUSUN LUMBAN ATAS
1,21E+15;51;BORBOR;6;AEK UNSIN;5;0;DUSUN PARLUASAN
1,21E+15;51;BORBOR;7;PURBA TUA;1;0;DUSUN 1
1,21E+15;51;BORBOR;7;PURBA TUA;2;0;DUSUN 2
1,21E+15;51;BORBOR;7;PURBA TUA;3;0;DUSUN 3
1,21E+15;51;BORBOR;7;PURBA TUA;4;0;DUSUN 4
1,21E+15;51;BORBOR;7;PURBA TUA;5;0;DUSUN 5
1,21E+15;51;BORBOR;7;PURBA TUA;6;0;DUSUN 6
1,21E+15;51;BORBOR;7;PURBA TUA;7;0;DUSUN 7
1,21E+15;51;BORBOR;8;JANJI MARIA;1;0;DUSUN 1
1,21E+15;51;BORBOR;8;JANJI MARIA;2;0;DUSUN 2
1,21E+15;51;BORBOR;8;JANJI MARIA;3;0;DUSUN 3
1,21E+15;51;BORBOR;8;JANJI MARIA;4;0;DUSUN 4
1,21E+15;51;BORBOR;9;PANGURURAN II;1;0;DUSUN 1
1,21E+15;51;BORBOR;9;PANGURURAN II;2;0;DUSUN 2
1,21E+15;51;BORBOR;9;PANGURURAN II;3;0;DUSUN 3
1,21E+15;51;BORBOR;10;PANGURURAN III;1;0;DUSUN 1
1,21E+15;51;BORBOR;10;PANGURURAN III;2;0;DUSUN 2
1,21E+15;51;BORBOR;10;PANGURURAN III;3;0;DUSUN 3
1,21E+15;51;BORBOR;10;PANGURURAN III;4;0;DUSUN 4
1,21E+15;51;BORBOR;11;RIGANJANG;1;0;DUSUN 1
1,21E+15;51;BORBOR;11;RIGANJANG;2;0;DUSUN 2
1,21E+15;51;BORBOR;11;RIGANJANG;3;0;DUSUN 3
1,21E+15;51;BORBOR;12;PASAR BORBOR;1;0;DUSUN 1
1,21E+15;51;BORBOR;12;PASAR BORBOR;2;0;DUSUN 2
1,21E+15;51;BORBOR;12;PASAR BORBOR;3;0;DUSUN 3
1,21E+15;51;BORBOR;13;LUMBAN SEWA;1;0;DUSUN 1
1,21E+15;51;BORBOR;13;LUMBAN SEWA;2;0;DUSUN 2
1,21E+15;51;BORBOR;13;LUMBAN SEWA;3;0;DUSUN 3
1,21E+15;51;BORBOR;14;HUTA GURGUR;1;0;DUSUN 1
1,21E+15;51;BORBOR;14;HUTA GURGUR;2;0;DUSUN 2
1,21E+15;51;BORBOR;14;HUTA GURGUR;3;0;DUSUN 3
1,21E+15;51;BORBOR;14;HUTA GURGUR;4;0;DUSUN 4
1,21E+15;51;BORBOR;14;HUTA GURGUR;5;0;DUSUN 5
1,21E+15;51;BORBOR;14;HUTA GURGUR;6;0;DUSUN 6
1,21E+15;51;BORBOR;14;HUTA GURGUR;7;0;DUSUN 7
1,21E+15;51;BORBOR;15;SIMARE;1;0;DUSUN 1
1,21E+15;51;BORBOR;15;SIMARE;2;0;DUSUN 2
1,21E+15;51;BORBOR;15;SIMARE;3;0;DUSUN 3
1,21E+15;51;BORBOR;15;SIMARE;4;0;DUSUN 4
1,21E+15;52;NASSAU;1;LUMBAN RAU TENGAH;1;0;DUSUN NASSAU
1,21E+15;52;NASSAU;1;LUMBAN RAU TENGAH;2;0;DUSUN PATTIL
1,21E+15;52;NASSAU;1;LUMBAN RAU TENGAH;3;0;DUSUN SIGALAGALA
1,21E+15;52;NASSAU;2;LUMBAN RAU TIMUR;1;0;DUSUN PAGAR GUNUNG
1,21E+15;52;NASSAU;2;LUMBAN RAU TIMUR;2;0;DUSUN NAPAJULU
1,21E+15;52;NASSAU;2;LUMBAN RAU TIMUR;3;0;DUSUN BATU SANDAR
1,21E+15;52;NASSAU;2;LUMBAN RAU TIMUR;4;0;DUSUN SIBANING
1,21E+15;52;NASSAU;3;LUMBAN RAU UTARA;1;0;DUSUN PARLUASAN
1,21E+15;52;NASSAU;3;LUMBAN RAU UTARA;2;0;DUSUN SIBARANI
1,21E+15;52;NASSAU;3;LUMBAN RAU UTARA;3;0;DUSUN SINGKAMJULU
1,21E+15;52;NASSAU;3;LUMBAN RAU UTARA;4;0;DUSUN JANJI
1,21E+15;52;NASSAU;4;NAPAJORING;1;0;DUSUN 1
1,21E+15;52;NASSAU;4;NAPAJORING;2;0;DUSUN 2
1,21E+15;52;NASSAU;4;NAPAJORING;3;0;DUSUN 3
1,21E+15;52;NASSAU;5;SIPAGABU;1;0;DUSUN SIGAOL
1,21E+15;52;NASSAU;5;SIPAGABU;2;0;DUSUN PAMARATAN
1,21E+15;52;NASSAU;5;SIPAGABU;3;0;DUSUN SIPAGABU
1,21E+15;52;NASSAU;5;SIPAGABU;4;0;DUSUN LUMBAN MATIO
1,21E+15;52;NASSAU;6;LIAT TONDUNG;1;0;DUSUN HUTAGODANG
1,21E+15;52;NASSAU;6;LIAT TONDUNG;2;0;DUSUN RAMBUTAN
1,21E+15;52;NASSAU;6;LIAT TONDUNG;3;0;DUSUN PONDIA
1,21E+15;52;NASSAU;6;LIAT TONDUNG;4;0;DUSUN SIBODAT
1,21E+15;52;NASSAU;7;BATU MANUMPAK;1;0;DUSUN 1 SIMANINGGIR
1,21E+15;52;NASSAU;7;BATU MANUMPAK;2;0;DUSUN 2 BATUMANUMPAK 2
1,21E+15;52;NASSAU;7;BATU MANUMPAK;3;0;DUSUN 3 MATU MANUMPAK 3
1,21E+15;52;NASSAU;7;BATU MANUMPAK;4;0;DUSUN 4 BATUMANUMPAK 1
1,21E+15;52;NASSAU;7;BATU MANUMPAK;5;0;DUSUN 5 PARRONGGANGAN
1,21E+15;52;NASSAU;7;BATU MANUMPAK;6;0;DUSUN 6 PANDUMAAN
1,21E+15;52;NASSAU;8;LUMBAN RAU TENGGARA;1;0;DUSUN SIMANALESE
1,21E+15;52;NASSAU;8;LUMBAN RAU TENGGARA;2;0;DUSUN SITARAK
1,21E+15;52;NASSAU;8;LUMBAN RAU TENGGARA;3;0;DUSUN SIJUNGKAT
1,21E+15;52;NASSAU;9;CINTA DAMAI;1;0;DUSUN HASANG
1,21E+15;52;NASSAU;9;CINTA DAMAI;2;0;DUSUN SIPANGE
1,21E+15;52;NASSAU;10;SIANTARASA;1;0;DUSUN SIPULTAK
1,21E+15;52;NASSAU;10;SIANTARASA;2;0;DUSUN HARILOGOAN
1,21E+15;52;NASSAU;10;SIANTARASA;3;0;DUSUN SIANTARASA
1,21E+15;60;SILAEN;1;PINTU BATU;1;0;DUSUN 1
1,21E+15;60;SILAEN;1;PINTU BATU;2;0;DUSUN 2
1,21E+15;60;SILAEN;1;PINTU BATU;3;0;DUSUN 3
1,21E+15;60;SILAEN;1;PINTU BATU;4;0;DUSUN 4
1,21E+15;60;SILAEN;1;PINTU BATU;5;0;DUSUN 5
1,21E+15;60;SILAEN;1;PINTU BATU;6;0;DUSUN 6
1,21E+15;60;SILAEN;2;PARDOMUAN;1;0;DUSUN 1
1,21E+15;60;SILAEN;2;PARDOMUAN;2;0;DUSUN 2
1,21E+15;60;SILAEN;2;PARDOMUAN;3;0;DUSUN 3
1,21E+15;60;SILAEN;2;PARDOMUAN;4;0;DUSUN 4
1,21E+15;60;SILAEN;3;OMBUR;1;0;DUSUN 1
1,21E+15;60;SILAEN;3;OMBUR;2;0;DUSUN 2
1,21E+15;60;SILAEN;3;OMBUR;3;0;DUSUN 3
1,21E+15;60;SILAEN;3;OMBUR;4;0;DUSUN 4
1,21E+15;60;SILAEN;4;PARSAMBILAN;1;0;DUSUN 1
1,21E+15;60;SILAEN;4;PARSAMBILAN;2;0;DUSUN 2
1,21E+15;60;SILAEN;4;PARSAMBILAN;3;0;DUSUN 3
1,21E+15;60;SILAEN;4;PARSAMBILAN;4;0;DUSUN 4
1,21E+15;60;SILAEN;4;PARSAMBILAN;5;0;DUSUN 5
1,21E+15;60;SILAEN;5;SIGODANG TUA;1;0;DUSUN 1
1,21E+15;60;SILAEN;5;SIGODANG TUA;2;0;DUSUN 2
1,21E+15;60;SILAEN;5;SIGODANG TUA;3;0;DUSUN 3
1,21E+15;60;SILAEN;6;SINTA DAME;1;0;DUSUN 1
1,21E+15;60;SILAEN;6;SINTA DAME;2;0;DUSUN 2
1,21E+15;60;SILAEN;7;NATOLUTALI;1;0;DUSUN 1
1,21E+15;60;SILAEN;7;NATOLUTALI;2;0;DUSUN 2
1,21E+15;60;SILAEN;7;NATOLUTALI;3;0;DUSUN 3
1,21E+15;60;SILAEN;8;DALIHAN NATOLU;1;0;DUSUN 1
1,21E+15;60;SILAEN;8;DALIHAN NATOLU;2;0;DUSUN 2
1,21E+15;60;SILAEN;8;DALIHAN NATOLU;3;0;DUSUN 3
1,21E+15;60;SILAEN;8;DALIHAN NATOLU;4;0;DUSUN 4
1,21E+15;60;SILAEN;9;HUTA GURGUR II;1;0;DUSUN 1
1,21E+15;60;SILAEN;9;HUTA GURGUR II;2;0;DUSUN 2
1,21E+15;60;SILAEN;9;HUTA GURGUR II;3;0;DUSUN 3
1,21E+15;60;SILAEN;10;HUTA GURGUR I;1;0;DUSUN 1
1,21E+15;60;SILAEN;10;HUTA GURGUR I;2;0;DUSUN 2
1,21E+15;60;SILAEN;10;HUTA GURGUR I;3;0;DUSUN 3
1,21E+15;60;SILAEN;11;SITORANG I;1;0;DUSUN 1
1,21E+15;60;SILAEN;11;SITORANG I;2;0;DUSUN 2
1,21E+15;60;SILAEN;11;SITORANG I;3;0;DUSUN 3
1,21E+15;60;SILAEN;11;SITORANG I;4;0;DUSUN 4
1,21E+15;60;SILAEN;11;SITORANG I;5;0;DUSUN 5
1,21E+15;60;SILAEN;12;HUTA NAMORA;1;0;DUSUN 1
1,21E+15;60;SILAEN;12;HUTA NAMORA;2;0;DUSUN 2
1,21E+15;60;SILAEN;12;HUTA NAMORA;3;0;DUSUN 3
1,21E+15;60;SILAEN;12;HUTA NAMORA;4;0;DUSUN 4
1,21E+15;60;SILAEN;12;HUTA NAMORA;5;0;DUSUN 5
1,21E+15;60;SILAEN;21;SILAEN;1;0;DUSUN 4
1,21E+15;60;SILAEN;21;SILAEN;2;0;DUSUN 1
1,21E+15;60;SILAEN;21;SILAEN;3;0;DUSUN 2
1,21E+15;60;SILAEN;21;SILAEN;4;0;DUSUN 3
1,21E+15;60;SILAEN;22;LUMBAN DOLOK;1;0;DUSUN 1
1,21E+15;60;SILAEN;22;LUMBAN DOLOK;2;0;DUSUN 2
1,21E+15;60;SILAEN;22;LUMBAN DOLOK;3;0;DUSUN 3
1,21E+15;60;SILAEN;22;LUMBAN DOLOK;4;0;DUSUN 4
1,21E+15;60;SILAEN;23;NAPITUPULU;1;0;DUSUN 1
1,21E+15;60;SILAEN;23;NAPITUPULU;2;0;DUSUN 2
1,21E+15;60;SILAEN;23;NAPITUPULU;3;0;DUSUN 3
1,21E+15;60;SILAEN;23;NAPITUPULU;4;0;DUSUN 4
1,21E+15;60;SILAEN;24;HUTAGAOL SIHUJUR;1;0;DUSUN 1
1,21E+15;60;SILAEN;24;HUTAGAOL SIHUJUR;2;0;DUSUN 2
1,21E+15;60;SILAEN;24;HUTAGAOL SIHUJUR;3;0;DUSUN 3
1,21E+15;60;SILAEN;25;SIBIDE BARAT;1;0;DUSUN 1
1,21E+15;60;SILAEN;25;SIBIDE BARAT;2;0;DUSUN 2
1,21E+15;60;SILAEN;25;SIBIDE BARAT;3;0;DUSUN 3
1,21E+15;60;SILAEN;25;SIBIDE BARAT;4;0;DUSUN 4
1,21E+15;60;SILAEN;26;SIBIDE;1;0;DUSUN SITONGGI TONGGI
1,21E+15;60;SILAEN;26;SIBIDE;2;0;DUSUN PARPATIHAN
1,21E+15;60;SILAEN;26;SIBIDE;3;0;DUSUN SIBIDE TENGAH
1,21E+15;60;SILAEN;26;SIBIDE;4;0;DUSUN LUMBAN BOROTAN
1,21E+15;60;SILAEN;27;MERANTI BARAT;1;0;DUSUN 1
1,21E+15;60;SILAEN;27;MERANTI BARAT;2;0;DUSUN 2
1,21E+15;60;SILAEN;27;MERANTI BARAT;3;0;DUSUN 3
1,21E+15;60;SILAEN;28;SIMANOBAK;1;0;DUSUN 1
1,21E+15;60;SILAEN;28;SIMANOBAK;2;0;DUSUN 2
1,21E+15;60;SILAEN;28;SIMANOBAK;3;0;DUSUN 3
1,21E+15;60;SILAEN;29;MARBULANG;1;0;DUSUN 1
1,21E+15;60;SILAEN;29;MARBULANG;2;0;DUSUN 2
1,21E+15;60;SILAEN;30;SIRINGKIRON;1;0;DUSUN 1 SIRINGKIRON
1,21E+15;60;SILAEN;30;SIRINGKIRON;2;0;DUSUN 2 PALABA
1,21E+15;60;SILAEN;30;SIRINGKIRON;3;0;DUSUN 3 GONTING
1,21E+15;60;SILAEN;31;PANINDII;1;0;DUSUN 1
1,21E+15;60;SILAEN;31;PANINDII;2;0;DUSUN 2
1,21E+15;60;SILAEN;31;PANINDII;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;1;SIGUMPAR DANGSINA;1;0;LINGKUNGAN 1
1,21E+15;61;SIGUMPAR;1;SIGUMPAR DANGSINA;2;0;LINGKUNGAN 2
1,21E+15;61;SIGUMPAR;1;SIGUMPAR DANGSINA;3;0;LINGKUNGAN 3
1,21E+15;61;SIGUMPAR;1;SIGUMPAR DANGSINA;4;0;LINGKUNGAN 4
1,21E+15;61;SIGUMPAR;2;DOLOK JIOR;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;2;DOLOK JIOR;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;2;DOLOK JIOR;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;3;SIGUMPAR;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;3;SIGUMPAR;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;3;SIGUMPAR;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;3;SIGUMPAR;4;0;DUSUN 4
1,21E+15;61;SIGUMPAR;3;SIGUMPAR;5;0;DUSUN 5
1,21E+15;61;SIGUMPAR;4;SIGUMPAR JULU;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;4;SIGUMPAR JULU;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;4;SIGUMPAR JULU;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;5;MAJU;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;5;MAJU;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;5;MAJU;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;5;MAJU;4;0;DUSUN 4
1,21E+15;61;SIGUMPAR;6;MARSANGAP;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;6;MARSANGAP;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;6;MARSANGAP;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;6;MARSANGAP;4;0;DUSUN 4
1,21E+15;61;SIGUMPAR;7;NAULI;1;0;DUSUN 1 SIAHAAN TORUAN
1,21E+15;61;SIGUMPAR;7;NAULI;2;0;DUSUN 2 SIAHAAN DOLOK
1,21E+15;61;SIGUMPAR;7;NAULI;3;0;DUSUN 3 BARITABALI
1,21E+15;61;SIGUMPAR;7;NAULI;4;0;DUSUN 4 LUMBAN PANJAITAN
1,21E+15;61;SIGUMPAR;7;NAULI;5;0;DUSUN 5 GOMPAR TANDUK
1,21E+15;61;SIGUMPAR;7;NAULI;6;0;DUSUN 6 LUMBAN NATIHAR
1,21E+15;61;SIGUMPAR;7;NAULI;7;0;DUSUN 7 BARITABALI DATU HORBO
1,21E+15;61;SIGUMPAR;8;SITUA-TUA;1;0;DUSUN 2
1,21E+15;61;SIGUMPAR;8;SITUA-TUA;2;0;DUSUN 1
1,21E+15;61;SIGUMPAR;8;SITUA-TUA;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;9;SIGUMPAR BARAT;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;9;SIGUMPAR BARAT;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;9;SIGUMPAR BARAT;3;0;DUSUN 3
1,21E+15;61;SIGUMPAR;10;BANUA HUTA;1;0;DUSUN 1
1,21E+15;61;SIGUMPAR;10;BANUA HUTA;2;0;DUSUN 2
1,21E+15;61;SIGUMPAR;10;BANUA HUTA;3;0;DUSUN 3
1,21E+15;70;PORSEA;10;PARPAREAN I;1;0;DUSUN 1
1,21E+15;70;PORSEA;10;PARPAREAN I;2;0;DUSUN 2
1,21E+15;70;PORSEA;10;PARPAREAN I;3;0;DUSUN 3
1,21E+15;70;PORSEA;11;PARPAREAN II;1;0;DUSUN 1
1,21E+15;70;PORSEA;11;PARPAREAN II;2;0;DUSUN 2
1,21E+15;70;PORSEA;12;PARPAREAN III;1;0;LINGKUNGAN 1
1,21E+15;70;PORSEA;12;PARPAREAN III;2;0;LINGKUNGAN 2
1,21E+15;70;PORSEA;12;PARPAREAN III;3;0;LINGKUNGAN 3
1,21E+15;70;PORSEA;13;PARPAREAN IV;1;0;DUSUN 1
1,21E+15;70;PORSEA;13;PARPAREAN IV;2;0;DUSUN 2
1,21E+15;70;PORSEA;13;PARPAREAN IV;3;0;DUSUN 3
1,21E+15;70;PORSEA;14;GALA GALA PANGKAILAN;1;0;DUSUN 1
1,21E+15;70;PORSEA;14;GALA GALA PANGKAILAN;2;0;DUSUN 2
1,21E+15;70;PORSEA;26;PASAR PORSEA;1;0;LINGKUNGAN 1
1,21E+15;70;PORSEA;26;PASAR PORSEA;2;0;LINGKUNGAN 2
1,21E+15;70;PORSEA;26;PASAR PORSEA;3;0;LINGKUNGAN 3
1,21E+15;70;PORSEA;26;PASAR PORSEA;4;0;LINGKUNGAN 4
